年月,国,国名,当月輸出金額,累計輸出金額,当月輸入金額,累計輸入金額
202604,'152,ウズベキスタン,2303914,16883339,738902,2289219
202604,'153,カザフスタン,12225345,44429414,12689216,41081491
202604,'154,キルギス,3077042,7106556,5869,31945
202604,'155,タジキスタン,381988,1569094,-,152190
202604,'156,トルクメニスタン,1733622,6693112,1358,26238
202604,'157,ジョージア,7437650,28067292,200921,582950
202604,'158,ヨルダン川西岸及びガザ,26397,48552,10447,56240
202604,'201,アイスランド,759137,3483350,1618853,5928433
202604,'202,ノルウェー,8599147,35897272,18320049,70189254
202604,'203,スウェーデン,16552382,64689467,30352078,158657230
202604,'204,デンマーク,6392195,27872374,30171783,107427757
202604,'205,英国,184488569,724642976,109637622,408177565
202604,'206,アイルランド,28984475,90784921,77581826,356222007
202604,'207,オランダ,172127860,659973773,40705591,138448921
202604,'208,ベルギー,118478718,414444512,38126395,137867148
202604,'209,ルクセンブルク,7835303,23368464,1077791,4095102
202604,'210,フランス,123803686,397497342,162956844,671683112
202604,'211,モナコ,36586,45607,38402,119496
202604,'212,アンドラ,1089,10736,947,1489
202604,'213,ドイツ,267449444,1018642201,297801749,1167272406
202604,'215,スイス,130817697,455605220,126795147,456185807
202604,'217,ポルトガル,8654825,28077990,6045160,29876778
202604,'218,スペイン,56372373,192294254,42928645,173785609
202604,'219,ジブラルタル（英）,1878194,6632007,219,219
202604,'220,イタリア,69670177,270227744,158166625,680749975
202604,'221,マルタ,2305144,13298208,1936144,25062388
202604,'222,フィンランド,4421922,22789355,19311340,86456499
202604,'223,ポーランド,56060325,200201084,20402520,87131461
202604,'224,ロシア,39081352,128620791,68775604,300034613
202604,'225,オーストリア,22660382,84359853,34549196,135572111
202604,'227,ハンガリー,19148286,65533429,13495495,54468618
202604,'228,セルビア,835867,2499322,4235182,14135987
202604,'229,アルバニア,106174,246700,100660,778506
202604,'230,ギリシャ,6407112,21334795,6297651,56567565
202604,'231,ルーマニア,5611428,24353011,7792886,74091453
202604,'232,ブルガリア,2591446,9642593,1405208,6624655
202604,'233,キプロス,15779849,53959474,34608,88877
202604,'234,トルコ,42397903,166258795,19106369,60939799
202604,'235,エストニア,956701,3372404,2805255,7432957
202604,'236,ラトビア,679528,2959997,887288,4248578
202604,'237,リトアニア,1818176,4878484,2122779,8527554
202604,'238,ウクライナ,10806959,29458346,524786,2354184
202604,'239,ベラルーシ,44811,305373,50150,145225
202604,'240,モルドバ,87636,262811,263182,1823710
202604,'241,クロアチア,809310,4524088,2784253,4424684
202604,'242,スロベニア,4101728,14467062,9763127,36780903
202604,'243,ボスニア・ヘルツェゴビナ,31714,113359,216972,820721
202604,'244,北マケドニア,67795,276598,197096,725138
202604,'245,チェコ,40232959,138717538,22842320,88719222
202604,'246,スロバキア,2381555,10795987,6497117,33646648
202604,'247,モンテネグロ,31493,182194,2031,16889
202604,'248,コソボ,256,17820,-,3818
202604,'249,フェロー諸島（デンマーク）,-,4036,212498,870864
202604,'250,バチカン,-,0,1944,1944
202604,'301,グリーンランド（デンマーク）,886,1973,675597,3506540
202604,'302,カナダ,197398574,706747519,192545044,672545679
202604,'304,アメリカ合衆国,1931823757,7086456885,1244144013,4629212903
202604,'305,メキシコ,195596472,685399132,95888074,337317880
202604,'306,グアテマラ,8499788,34230571,3591687,6954472
202604,'307,ホンジュラス,2255812,10678467,1442948,4439135
202604,'308,ベリーズ,293136,591646,84553,198966
202604,'309,エルサルバドル,2228831,11786322,234143,667098
202604,'310,ニカラグア,3066470,10245078,444892,1159443
202604,'311,コスタリカ,4168353,23282066,10993535,37479475
202604,'312,パナマ,49417920,276694167,834963,6671731
202604,'314,バーミュダ（英）,107983,615038,-,865
202604,'315,バハマ,934344,13338520,318,742
202604,'316,ジャマイカ,3358174,14364989,110086,349441
202604,'317,タークス及びカイコス諸島（英）,201651,500485,-,9516
202604,'319,バルバドス,750359,10167923,5441,16705
202604,'320,トリニダード・トバゴ,1448637,8163241,3314052,9163693
202604,'321,キューバ,29445,191008,316367,1062358
202604,'322,ハイチ,98598,696310,19504,449199
202604,'323,ドミニカ共和国,4680532,17557174,2199392,8539533
202604,'324,プエルトリコ（米）,8084784,29276067,20519503,106305182
202604,'325,米領バージン諸島,15031,174532,-,1469
202604,'326,蘭領アンティール,569261,2401501,-,1558
202604,'327,仏領西インド諸島,391123,1917900,-,6388
202604,'328,ケイマン諸島（英）,246131,1130591,-,0
202604,'329,グレナダ,302082,1261639,-,0
202604,'330,セントルシア,299269,1137185,-,0
202604,'331,アンティグア・バーブーダ,189967,807286,-,0
202604,'332,英領バージン諸島,23118,119984,-,0
202604,'333,ドミニカ,57685,197344,5765,9207
202604,'334,モントセラト（英）,8303,28623,-,4845
202604,'335,セントクリストファー・ネービス,78910,374852,-,4486
202604,'336,セントビンセント,166829,746514,5053,18857
202604,'337,英領アンギラ,84830,183192,-,0
202604,'338,サン・バルテルミー島（仏）,339,57340,232,232
202604,'401,コロンビア,15224481,72951900,9537952,41383299
202604,'402,ベネズエラ,1590059,4344372,667444,2283834
202604,'403,ガイアナ,3786958,13709961,21836,613691
202604,'404,スリナム,2444225,7048294,137988,259183
202604,'405,仏領ギアナ,54769,180328,-,0
202604,'406,エクアドル,9588196,27932807,18232669,61592486
202604,'407,ペルー,16527192,47548788,62662741,199815196
202604,'408,ボリビア,1714535,6275298,5674623,15814186
202604,'409,チリ,22727833,90949110,181692874,605714831
202604,'410,ブラジル,67308843,248068659,131246370,487644996
202604,'411,パラグアイ,2253563,10629583,313066,1688391
202604,'412,ウルグアイ,931881,3496847,1231020,4981233
202604,'413,アルゼンチン,14515177,55258170,5484410,23649611
202604,'414,フォークランド諸島及びその附属諸島（英）,-,1440,41974,109183
202604,'501,モロッコ,12375322,30168716,2958033,13435414
202604,'502,セウタ及びメリリア（西）,12755,39338,720,7428
202604,'503,アルジェリア,2914634,10008263,17579944,24514035
202604,'504,チュニジア,767202,5855791,1198645,8401789
202604,'505,リビア,343727,2868239,783625,1117555
202604,'506,エジプト,10941986,40679038,1424118,4484410
202604,'507,スーダン,1429820,4500307,123847,515800
202604,'509,モーリタニア,535376,1622417,57506,5619846
202604,'510,セネガル,728284,2679428,730191,2039422
202604,'511,ガンビア,51933,169483,-,74826
202604,'512,ギニア・ビサウ,-,44906,-,1033258
202604,'513,ギニア,104486,433931,206726,695487
202604,'514,シエラレオネ,242175,351034,132958,399523
202604,'515,リベリア,31469936,191864530,-,176890
202604,'516,コートジボワール,567520,2777408,1400943,4285464
202604,'517,ガーナ,3513487,11632817,9317735,22492110
202604,'518,トーゴ,205700,1363079,692743,2448645
202604,'519,ベナン,104483,224685,-,34834
202604,'520,マリ,172783,588817,20787,61861
202604,'521,ブルキナファソ,82315,847635,62769,384671
202604,'522,カーボベルデ,102988,322985,249,5099
202604,'523,カナリー諸島（西）,776954,2417926,-,4830
202604,'524,ナイジェリア,7736018,28382418,8822226,28518186
202604,'525,ニジェール,22106,55479,100830,158389
202604,'526,ルワンダ,116734,494952,16660,344289
202604,'527,カメルーン,527808,1734837,86533,360732
202604,'528,チャド,75170,174495,-,549
202604,'529,中央アフリカ,-,11641,-,45901
202604,'530,赤道ギニア,889,108702,719,6717625
202604,'531,ガボン,326223,1556964,842252,2814350
202604,'532,コンゴ共和国,25873,82842,89599,120091
202604,'533,コンゴ民主共和国,2684081,8001473,216867,437227
202604,'534,ブルンジ,163420,854194,46981,337980
202604,'535,アンゴラ,818134,2956846,4062,39399
202604,'536,サントメ・プリンシペ,48834,373334,-,7100
202604,'537,セントヘレナ及びその附属諸島（英）,-,0,47219,255118
202604,'538,エチオピア,864184,2553530,660114,3392984
202604,'539,ジブチ,1153260,4616802,-,1177
202604,'540,ソマリア,14653,42469,18104,219651
202604,'541,ケニア,20875114,71985760,834516,2682320
202604,'542,ウガンダ,5373926,19249672,137932,520100
202604,'543,タンザニア,15252598,55612831,4653389,13789707
202604,'544,セーシェル,63752,375147,1561985,4521187
202604,'545,モザンビーク,1319803,5089563,201945,21128471
202604,'546,マダガスカル,185514,812801,1397202,4765528
202604,'547,モーリシャス,2340563,7849167,74462,307744
202604,'548,レユニオン（仏）,397888,1588604,44704,69117
202604,'549,ジンバブエ,1687993,5896098,298676,1412813
202604,'550,ナミビア,531474,2748599,71408,325382
202604,'551,南アフリカ共和国,36951558,127588949,129715374,479048520
202604,'552,レソト,235364,855410,2513,15669
202604,'553,マラウイ,448353,1225178,193711,592989
202604,'554,ザンビア,2280112,10511357,272401,666294
202604,'555,ボツワナ,293218,814833,27277,359923
202604,'556,エスワティニ,65187,222362,21274,118393
202604,'557,英領インド洋地域,-,0,-,545
202604,'558,コモロ,118362,191666,4650,13612
202604,'559,エリトリア,-,16785,-,2058
202604,'560,南スーダン,451792,1870371,-,6310681
202604,'601,オーストラリア,217071585,838340961,545895788,2361084996
202604,'602,パプアニューギニア,4789491,13482330,50674313,203736163
202604,'605,その他のオーストラリア領,12621,48525,1648,3577
202604,'606,ニュージーランド,43387665,141431424,37269101,124303663
202604,'607,クック,26624,127989,105901,367817
202604,'608,トケラウ諸島（ニュージーランド）,-,0,-,3112
202604,'609,ニウエ,-,5311832,-,2952
202604,'610,サモア,284557,865624,-,32491
202604,'611,バヌアツ,101143,576083,869594,2547864
202604,'612,フィジー,1396794,5987519,14826,88078
202604,'613,ソロモン,211307,914347,40366,161612
202604,'614,トンガ,152235,375841,660,3214
202604,'615,キリバス,91930,359371,148081,444497
202604,'617,ナウル,34978,198527,71326,243593
202604,'618,ニューカレドニア（仏）,238862,928378,1763874,4140669
202604,'619,仏領ポリネシア,178433,1070490,625218,2498857
202604,'620,グアム（米）,1158948,4675731,-,38218
202604,'621,米領サモア,17911,86353,1215,1900
202604,'622,米領オセアニア,-,0,2560,8360
202604,'624,ツバル,8508,16480,50520,61648
202604,'625,マーシャル,42519432,127378541,172853,310810
202604,'626,ミクロネシア,224964,969727,7690,272945
202604,'627,北マリアナ諸島（米）,112420,473426,239,239
202604,'628,パラオ,183356,447490,626,45007
202604,'702,不明,-,0,54086,709170
202605,'103,大韓民国,598471341,3172548940,433099868,2225143704
202605,'105,中華人民共和国,1699812560,8399901643,2350482120,12223648306
202605,'106,台湾,834248437,3983864158,545410638,2622472871
202605,'107,モンゴル,17728699,75022105,148497,701628
202605,'108,香港,486998650,2831004363,11452777,103731887
202605,'110,ベトナム,267570815,1317431066,414406921,2138748308
202605,'111,タイ,372379727,1940803635,354227544,1759928731
202605,'112,シンガポール,239808767,1421951712,122285196,530863340
202605,'113,マレーシア,204046288,1081519861,282136055,1346662079
202605,'116,ブルネイ,416732,3638507,35097705,125303265
202605,'117,フィリピン,138986329,745176122,136244921,669963285
202605,'118,インドネシア,163111232,767434683,227889503,1230553187
202605,'120,カンボジア,8883976,45823079,26519340,171002771
202605,'121,ラオス,2640305,10855896,2289909,15978991
202605,'122,ミャンマー,4651857,22797168,17143270,118615654
202605,'123,インド,232461204,1297025921,83654222,485761225
202605,'124,パキスタン,25074187,102322283,4691347,22988126
202605,'125,スリランカ,19325985,93073144,3599699,17441166
202605,'126,モルディブ,309997,1900939,34534,127156
202605,'127,バングラデシュ,25550957,157183445,17080793,108027827
202605,'128,東ティモール,226117,1038982,60322,363384
202605,'129,マカオ,5079897,26449971,223473,791604
202605,'130,アフガニスタン,102019,298008,10738,62521
202605,'131,ネパール,149206,2457390,135333,999753
202605,'132,ブータン,294749,1181633,13844,26962
202605,'133,イラン,62520,687385,138530,832443
202605,'134,イラク,2042016,38233847,884,1956175
202605,'135,バーレーン,6456270,29861977,4555693,24629353
202605,'137,サウジアラビア,52646990,300736145,157615592,1674590658
202605,'138,クウェート,9651250,77257835,87493,158579442
202605,'140,カタール,3945312,52206264,1124102,196491570
202605,'141,オマーン,6499006,47550347,21460815,132467255
202605,'143,イスラエル,12346932,78193765,17342183,84899370
202605,'144,ヨルダン,4472494,26522015,748791,5665717
202605,'145,シリア,115351,462625,1591,33369
202605,'146,レバノン,877235,20743223,169341,457840
202605,'147,アラブ首長国連邦,100690989,701888919,312070810,1480472483
202605,'149,イエメン,2747630,16126070,-,194446
202605,'150,アゼルバイジャン,1775378,6531314,6229801,6867852
202605,'151,アルメニア,158247,1218832,568985,1746743
202605,'152,ウズベキスタン,3594258,20477597,358449,2647668
202605,'153,カザフスタン,9578975,54008389,4800615,45882106
202605,'154,キルギス,2454773,9561329,16425,48370
202605,'155,タジキスタン,344352,1913446,-,152190
202605,'156,トルクメニスタン,1243339,7936451,-,26238
202605,'157,ジョージア,7761789,35829081,167176,750126
202605,'158,ヨルダン川西岸及びガザ,-,48552,-,56240
202605,'201,アイスランド,1103946,4587296,1267791,7196224
202605,'202,ノルウェー,8582564,44479836,14415840,84605094
202605,'203,スウェーデン,15041947,79731414,38399812,197057042
202605,'204,デンマーク,5027965,32900339,35603013,143030770
202605,'205,英国,170401646,895044622,120160726,528338291
202605,'206,アイルランド,23768952,114553873,86232216,442454223
202605,'207,オランダ,153666858,813640631,55483410,193932331
202605,'208,ベルギー,94228386,508672898,31707286,169574434
202605,'209,ルクセンブルク,5570897,28939361,1185600,5280702
202605,'210,フランス,79415897,476913239,142791103,814474215
202605,'211,モナコ,34454,80061,16409,135905
202605,'212,アンドラ,11599,22335,4212,5701
202605,'213,ドイツ,222675743,1241317944,295098677,1462371083
202605,'215,スイス,88630736,544235956,121740900,577926707
202605,'217,ポルトガル,10977109,39055099,11936964,41813742
202605,'218,スペイン,38435396,230729650,56210201,229995810
202605,'219,ジブラルタル（英）,1620573,8252580,652,871
202605,'220,イタリア,55993789,326221533,184010380,864760355
202605,'221,マルタ,1716359,15014567,1599703,26662091
202605,'222,フィンランド,4327247,27116602,17543229,103999728
202605,'223,ポーランド,49192906,249393990,20062092,107193553
202605,'224,ロシア,32739547,161360338,74315213,374349826
202605,'225,オーストリア,19041644,103401497,32801004,168373115
202605,'227,ハンガリー,14333237,79866666,19400602,73869220
202605,'228,セルビア,936647,3435969,2900275,17036262
202605,'229,アルバニア,125175,371875,145203,923709
202605,'230,ギリシャ,4182225,25517020,18479016,75046581
202605,'231,ルーマニア,5200213,29553224,11856670,85948123
202605,'232,ブルガリア,3258824,12901417,1647922,8272577
202605,'233,キプロス,9512799,63472273,15036,103913
202605,'234,トルコ,30791727,197050522,15171643,76111442
202605,'235,エストニア,701196,4073600,1972923,9405880
202605,'236,ラトビア,326680,3286677,740290,4988868
202605,'237,リトアニア,1052969,5931453,1786567,10314121
202605,'238,ウクライナ,6516233,35974579,597221,2951405
202605,'239,ベラルーシ,59640,365013,10807,156032
202605,'240,モルドバ,129670,392481,700627,2524337
202605,'241,クロアチア,855806,5379894,2477980,6902664
202605,'242,スロベニア,3005940,17473002,12992954,49773857
202605,'243,ボスニア・ヘルツェゴビナ,24897,138256,218921,1039642
202605,'244,北マケドニア,81096,357694,94373,819511
202605,'245,チェコ,32349514,171067052,22581115,111300337
202605,'246,スロバキア,1816334,12612321,5160938,38807586
202605,'247,モンテネグロ,34786,216980,3008,19897
202605,'248,コソボ,4183,22003,792,4610
202605,'249,フェロー諸島（デンマーク）,2373,6409,228070,1098934
202605,'250,バチカン,-,0,-,1944
202605,'301,グリーンランド（デンマーク）,270,2243,944191,4450731
202605,'302,カナダ,190391663,897139182,140763850,813309529
202605,'304,アメリカ合衆国,1695230280,8781687165,1341996018,5971208921
202605,'305,メキシコ,156559908,841959040,77445862,414763742
202605,'306,グアテマラ,7304458,41535029,2760326,9714798
202605,'307,ホンジュラス,2715649,13394116,1307099,5746234
202605,'308,ベリーズ,60754,652400,1693,200659
202605,'309,エルサルバドル,2589624,14375946,99174,766272
202605,'310,ニカラグア,2757297,13002375,615670,1775113
202605,'311,コスタリカ,5166661,28448727,10498872,47978347
202605,'312,パナマ,79335207,356029374,948642,7620373
202605,'314,バーミュダ（英）,235752,850790,421,1286
202605,'315,バハマ,2621100,15959620,16382,17124
202605,'316,ジャマイカ,4465080,18830069,29409,378850
202605,'317,タークス及びカイコス諸島（英）,177849,678334,-,9516
202605,'319,バルバドス,1192255,11360178,19968,36673
202605,'320,トリニダード・トバゴ,1698101,9861342,5568126,14731819
202605,'321,キューバ,-,191008,310788,1373146
202605,'322,ハイチ,168049,864359,207193,656392
202605,'323,ドミニカ共和国,6399416,23956590,1196598,9736131
202605,'324,プエルトリコ（米）,5940519,35216586,23789129,130094311
202605,'325,米領バージン諸島,16521,191053,850,2319
202605,'326,蘭領アンティール,528782,2930283,976,2534
202605,'327,仏領西インド諸島,334911,2252811,-,6388
202605,'328,ケイマン諸島（英）,257705,1388296,8561,8561
202605,'329,グレナダ,306975,1568614,-,0
202605,'330,セントルシア,337412,1474597,-,0
202605,'331,アンティグア・バーブーダ,443294,1250580,1846,1846
202605,'332,英領バージン諸島,1171,121155,358,358
202605,'333,ドミニカ,35051,232395,843,10050
202605,'334,モントセラト（英）,11323,39946,-,4845
202605,'335,セントクリストファー・ネービス,87417,462269,231,4717
202605,'336,セントビンセント,94800,841314,-,18857
202605,'337,英領アンギラ,29029,212221,-,0
202605,'338,サン・バルテルミー島（仏）,-,57340,-,232
202605,'401,コロンビア,15890114,88842014,9495476,50878775
202605,'402,ベネズエラ,885946,5230318,1440316,3724150
202605,'403,ガイアナ,3027411,16737372,6686,620377
202605,'404,スリナム,1479314,8527608,32757,291940
202605,'405,仏領ギアナ,60998,241326,5316,5316
202605,'406,エクアドル,4393267,32326074,4599006,66191492
202605,'407,ペルー,13440167,60988955,46226601,246041797
202605,'408,ボリビア,1727766,8003064,24918762,40732948
202605,'409,チリ,20740061,111689171,146469137,752183968
202605,'410,ブラジル,55627087,303695746,105494164,593139160
202605,'411,パラグアイ,1987371,12616954,283772,1972163
202605,'412,ウルグアイ,1161246,4658093,1549805,6531038
202605,'413,アルゼンチン,12742603,68000773,6419634,30069245
202605,'414,フォークランド諸島及びその附属諸島（英）,-,1440,-,109183
202605,'501,モロッコ,2542598,32711314,9174394,22609808
202605,'502,セウタ及びメリリア（西）,-,39338,2811,10239
202605,'503,アルジェリア,2077500,12085763,36510003,61024038
202605,'504,チュニジア,1741953,7597744,1477756,9879545
202605,'505,リビア,337411,3205650,59255,1176810
202605,'506,エジプト,9270576,49949614,1219218,5703628
202605,'507,スーダン,1295515,5795822,65795,581595
202605,'509,モーリタニア,331782,1954199,2756261,8376107
202605,'510,セネガル,387607,3067035,733102,2772524
202605,'511,ガンビア,32226,201709,-,74826
202605,'512,ギニア・ビサウ,-,44906,73722,1106980
202605,'513,ギニア,92539,526470,22009,717496
202605,'514,シエラレオネ,19716,370750,42108,441631
202605,'515,リベリア,23349615,215214145,-,176890
202605,'516,コートジボワール,700047,3477455,921889,5207353
202605,'517,ガーナ,2899894,14532711,9980974,32473084
202605,'518,トーゴ,577580,1940659,659076,3107721
202605,'519,ベナン,46947,271632,2868,37702
202605,'520,マリ,156910,745727,42994,104855
202605,'521,ブルキナファソ,99663,947298,88118,472789
202605,'522,カーボベルデ,334216,657201,-,5099
202605,'523,カナリー諸島（西）,635278,3053204,777,5607
202605,'524,ナイジェリア,7622351,36004769,3263757,31781943
202605,'525,ニジェール,914,56393,187367,345756
202605,'526,ルワンダ,893929,1388881,1627,345916
202605,'527,カメルーン,749842,2484679,66658,427390
202605,'528,チャド,72830,247325,-,549
202605,'529,中央アフリカ,6941,18582,7232,53133
202605,'530,赤道ギニア,-,108702,-,6717625
202605,'531,ガボン,110613,1667577,383343,3197693
202605,'532,コンゴ共和国,19981,102823,5030950,5151041
202605,'533,コンゴ民主共和国,2373836,10375309,1056737,1493964
202605,'534,ブルンジ,180193,1034387,33680,371660
202605,'535,アンゴラ,266974,3223820,4428,43827
202605,'536,サントメ・プリンシペ,151500,524834,-,7100
202605,'537,セントヘレナ及びその附属諸島（英）,-,0,1082,256200
202605,'538,エチオピア,482684,3036214,384769,3777753
202605,'539,ジブチ,408084,5024886,-,1177
202605,'540,ソマリア,9803,52272,4393,224044
202605,'541,ケニア,16421237,88406997,839833,3522153
202605,'542,ウガンダ,4238132,23487804,138115,658215
202605,'543,タンザニア,13827041,69439872,2748342,16538049
202605,'544,セーシェル,47944,423091,545756,5066943
202605,'545,モザンビーク,1101846,6191409,9745641,30874112
202605,'546,マダガスカル,277263,1090064,1334303,6099831
202605,'547,モーリシャス,1807895,9657062,102885,410629
202605,'548,レユニオン（仏）,212058,1800662,675,69792
202605,'549,ジンバブエ,1605679,7501777,154634,1567447
202605,'550,ナミビア,580227,3328826,209927,535309
202605,'551,南アフリカ共和国,31981734,159570683,116990963,596039483
202605,'552,レソト,203669,1059079,3129,18798
202605,'553,マラウイ,367322,1592500,376319,969308
202605,'554,ザンビア,2780380,13291737,274294,940588
202605,'555,ボツワナ,207173,1022006,27723,387646
202605,'556,エスワティニ,71569,293931,-,118393
202605,'557,英領インド洋地域,-,0,-,545
202605,'558,コモロ,721331,912997,5025,18637
202605,'559,エリトリア,7483,24268,-,2058
202605,'560,南スーダン,270053,2140424,-,6310681
202605,'601,オーストラリア,220040017,1058380978,560145241,2921230237
202605,'602,パプアニューギニア,3943373,17425703,62844122,266580285
202605,'605,その他のオーストラリア領,4070,52595,-,3577
202605,'606,ニュージーランド,36620113,178051537,47078063,171381726
202605,'607,クック,55312,183301,13056,380873
202605,'608,トケラウ諸島（ニュージーランド）,-,0,-,3112
202605,'609,ニウエ,-,5311832,1339,4291
202605,'610,サモア,319369,1184993,2148,34639
202605,'611,バヌアツ,354121,930204,476588,3024452
202605,'612,フィジー,1701911,7689430,46924,135002
202605,'613,ソロモン,359814,1274161,59446,221058
202605,'614,トンガ,224326,600167,-,3214
202605,'615,キリバス,156130,515501,200565,645062
202605,'617,ナウル,91555,290082,99643,343236
202605,'618,ニューカレドニア（仏）,387266,1315644,57836,4198505
202605,'619,仏領ポリネシア,238618,1309108,823333,3322190
202605,'620,グアム（米）,1078785,5754516,2378,40596
202605,'621,米領サモア,36559,122912,222,2122
202605,'622,米領オセアニア,-,0,4212,12572
202605,'624,ツバル,10288,26768,3183,64831
202605,'625,マーシャル,20169107,147547648,261617,572427
202605,'626,ミクロネシア,67573,1037300,1225448,1498393
202605,'627,北マリアナ諸島（米）,84491,557917,-,239
202605,'628,パラオ,179496,626986,-,45007
202605,'702,不明,-,0,60954,770124
202606,'103,大韓民国,682222530,3854771470,507009077,2732152781
202606,'105,中華人民共和国,1824448877,10224350520,2645637422,14869285728
202606,'106,台湾,929454180,4913318338,630153400,3252626271
202606,'107,モンゴル,18413685,93435790,344187,1045815
202606,'108,香港,613279275,3444283638,55985876,159717763
202606,'110,ベトナム,291561876,1608992942,486060720,2624809028
202606,'111,タイ,426806420,2367610055,420606851,2180535582
202606,'112,シンガポール,339369653,1761321365,126558018,657421358
202606,'113,マレーシア,227777581,1309297442,315753373,1662415452
202606,'116,ブルネイ,360499,3999006,18444038,143747303
202606,'117,フィリピン,153903051,899079173,161626132,831589417
202606,'118,インドネシア,176424769,943859452,250900652,1481453839
202606,'120,カンボジア,8454434,54277513,34571521,205574292
202606,'121,ラオス,3017038,13872934,2864184,18843175
202606,'122,ミャンマー,4368762,27165930,14318730,132934384
202606,'123,インド,276898404,1573924325,109842788,595604013
202606,'124,パキスタン,24687004,127009287,6373563,29361689
202606,'125,スリランカ,18008628,111081772,4014135,21455301
202606,'126,モルディブ,419558,2320497,22068,149224
202606,'127,バングラデシュ,22380293,179563738,17379346,125407173
202606,'128,東ティモール,229900,1268882,-,363384
202606,'129,マカオ,4855715,31305686,224691,1016295
202606,'130,アフガニスタン,70796,368804,17818,80339
202606,'131,ネパール,514931,2972321,223478,1223231
202606,'132,ブータン,180252,1361885,393,27355
202606,'133,イラン,473839,1161224,264483,1096926
202606,'134,イラク,6707712,44941559,3547,1959722
202606,'135,バーレーン,4959513,34821490,436630,25065983
202606,'137,サウジアラビア,93666643,394402788,297123834,1971714492
202606,'138,クウェート,19218823,96476658,10880003,169459445
202606,'140,カタール,18387240,70593504,11076231,207567801
202606,'141,オマーン,20956286,68506633,34763009,167230264
202606,'143,イスラエル,27065813,105259578,19455961,104355331
202606,'144,ヨルダン,7791490,34313505,683879,6349596
202606,'145,シリア,207548,670173,28194,61563
202606,'146,レバノン,4901195,25644418,25233,483073
202606,'147,アラブ首長国連邦,158021164,859910083,362437997,1842910480
202606,'149,イエメン,5340913,21466983,51386,245832
202606,'150,アゼルバイジャン,424705,6956019,8020768,14888620
202606,'151,アルメニア,502630,1721462,666961,2413704
202606,'152,ウズベキスタン,4686707,25164304,440201,3087869
202606,'153,カザフスタン,12846442,66854831,10302156,56184262
202606,'154,キルギス,2758244,12319573,2972,51342
202606,'155,タジキスタン,631607,2545053,-,152190
202606,'156,トルクメニスタン,2025339,9961790,16838,43076
202606,'157,ジョージア,8537562,44366643,171847,921973
202606,'158,ヨルダン川西岸及びガザ,13764,62316,-,56240
202606,'201,アイスランド,1539915,6127211,4008581,11204805
202606,'202,ノルウェー,6061205,50541041,18481653,103086747
202606,'203,スウェーデン,15289883,95021297,27525039,224582081
202606,'204,デンマーク,5545075,38445414,23480988,166511758
202606,'205,英国,208552531,1103597153,110060235,638398526
202606,'206,アイルランド,28751600,143305473,122440637,564894860
202606,'207,オランダ,163092142,976732773,53359053,247291384
202606,'208,ベルギー,113991288,622664186,34185731,203760165
202606,'209,ルクセンブルク,4925098,33864459,1235350,6516052
202606,'210,フランス,86541099,563454338,162309211,976783426
202606,'211,モナコ,7674,87735,36437,172342
202606,'212,アンドラ,8875,31210,-,5701
202606,'213,ドイツ,268697205,1510015149,301478435,1763849518
202606,'215,スイス,100925404,645161360,132241191,710167898
202606,'217,ポルトガル,5732026,44787125,6378478,48192220
202606,'218,スペイン,47236014,277965664,40898588,270894398
202606,'219,ジブラルタル（英）,1070882,9323462,-,871
202606,'220,イタリア,66219455,392440988,197889971,1062650326
202606,'221,マルタ,2390991,17405558,1060151,27722242
202606,'222,フィンランド,5297994,32414596,21191946,125191674
202606,'223,ポーランド,63403497,312797487,24042969,131236522
202606,'224,ロシア,52029525,213389863,82127515,456477341
202606,'225,オーストリア,20985135,124386632,25925389,194298504
202606,'227,ハンガリー,16825787,96692453,15758197,89627417
202606,'228,セルビア,650605,4086574,3505268,20541530
202606,'229,アルバニア,30127,402002,351619,1275328
202606,'230,ギリシャ,5381446,30898466,23789918,98836499
202606,'231,ルーマニア,6463422,36016646,13684328,99632451
202606,'232,ブルガリア,2660012,15561429,1554429,9827006
202606,'233,キプロス,17250139,80722412,32613,136526
202606,'234,トルコ,39855234,236905756,16947694,93059136
202606,'235,エストニア,697525,4771125,1812842,11218722
202606,'236,ラトビア,464112,3750789,1287430,6276298
202606,'237,リトアニア,1076454,7007907,2501151,12815272
202606,'238,ウクライナ,8848071,44822650,964469,3915874
202606,'239,ベラルーシ,96236,461249,80354,236386
202606,'240,モルドバ,90789,483270,1084429,3608766
202606,'241,クロアチア,1447595,6827489,1778458,8681122
202606,'242,スロベニア,2912201,20385203,9087149,58861006
202606,'243,ボスニア・ヘルツェゴビナ,24820,163076,282636,1322278
202606,'244,北マケドニア,97087,454781,173143,992654
202606,'245,チェコ,35110061,206177113,25246605,136546942
202606,'246,スロバキア,2323142,14935463,9797400,48604986
202606,'247,モンテネグロ,130840,347820,-,19897
202606,'248,コソボ,2292,24295,404,5014
202606,'249,フェロー諸島（デンマーク）,-,6409,265607,1364541
202606,'250,バチカン,4902,4902,-,1944
202606,'301,グリーンランド（デンマーク）,-,2243,1323507,5774238
202606,'302,カナダ,189450756,1086589938,173286464,986595993
202606,'304,アメリカ合衆国,1927863207,10709550372,1588166633,7559375554
202606,'305,メキシコ,187232853,1029191893,104491712,519255454
202606,'306,グアテマラ,8067335,49602364,4659995,14374793
202606,'307,ホンジュラス,2201131,15595247,1202902,6949136
