品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202502,'2025/02,,KG,,8336937,20001464,,14906883,36004348
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202503,'2025/03,,KG,,8727019,19811188,,23633902,55815536
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202504,'2025/04,,KG,,9033771,19869055,,32667673,75684591
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202505,'2025/05,,KG,,7703755,16724227,,40371428,92408818
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202506,'2025/06,,KG,,9401162,20288502,,49772590,112697320
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202507,'2025/07,,KG,,9690564,21776197,,59463154,134473517
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202508,'2025/08,,KG,,7952437,18947486,,67415591,153421003
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202509,'2025/09,,KG,,9152564,21074365,,76568155,174495368
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202510,'2025/10,,KG,,9075488,22679514,,85643643,197174882
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202511,'2025/11,,KG,,8820498,20924543,,94464141,218099425
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202512,'2025/12,,KG,,9850942,23826374,,104315083,241925799
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202601,'2026/01,,KG,,7550031,17648831,,7550031,17648831
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202602,'2026/02,,KG,,8809757,22217413,,16359788,39866244
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202603,'2026/03,,KG,,9895999,25668351,,26255787,65534595
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202604,'2026/04,,KG,,9889172,24703879,,36144959,90238474
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202605,'2026/05,,KG,,8511719,21523709,,44656678,111762183
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202606,'2026/06,,KG,,10262880,24569744,,54919558,136331927
8708.30-000,ブレーキ、サーボブレーキ及び部分品,輸出,202607,'2026/07,,KG,,10567944,26544590,,65487502,162876517
8708.40-000,ギヤボックス及びその部分品,輸出,202201,'2022/01,,KG,,74070689,138163998,,74070689,138163998
8708.40-000,ギヤボックス及びその部分品,輸出,202202,'2022/02,,KG,,80062857,150027047,,154133546,288191045
8708.40-000,ギヤボックス及びその部分品,輸出,202203,'2022/03,,KG,,96806995,180678535,,250940541,468869580
8708.40-000,ギヤボックス及びその部分品,輸出,202204,'2022/04,,KG,,90947179,177365899,,341887720,646235479
8708.40-000,ギヤボックス及びその部分品,輸出,202205,'2022/05,,KG,,72908798,146181459,,414796518,792416938
8708.40-000,ギヤボックス及びその部分品,輸出,202206,'2022/06,,KG,,76010512,154668104,,490807030,947085042
8708.40-000,ギヤボックス及びその部分品,輸出,202207,'2022/07,,KG,,78258070,165875143,,569065100,1112960185
8708.40-000,ギヤボックス及びその部分品,輸出,202208,'2022/08,,KG,,72021683,163414129,,641086783,1276374314
8708.40-000,ギヤボックス及びその部分品,輸出,202209,'2022/09,,KG,,78288639,175163199,,719375422,1451537513
8708.40-000,ギヤボックス及びその部分品,輸出,202210,'2022/10,,KG,,82707191,184472167,,802082613,1636009680
8708.40-000,ギヤボックス及びその部分品,輸出,202211,'2022/11,,KG,,67184348,145723654,,869266961,1781733334
8708.40-000,ギヤボックス及びその部分品,輸出,202212,'2022/12,,KG,,71466979,147775726,,940733940,1929509060
8708.40-000,ギヤボックス及びその部分品,輸出,202301,'2023/01,,KG,,50204377,101951858,,50204377,101951858
8708.40-000,ギヤボックス及びその部分品,輸出,202302,'2023/02,,KG,,61112183,120497955,,111316560,222449813
8708.40-000,ギヤボックス及びその部分品,輸出,202303,'2023/03,,KG,,72773323,146508746,,184089883,368958559
8708.40-000,ギヤボックス及びその部分品,輸出,202304,'2023/04,,KG,,78400788,155672623,,262490671,524631182
8708.40-000,ギヤボックス及びその部分品,輸出,202305,'2023/05,,KG,,68802458,138302544,,331293129,662933726
8708.40-000,ギヤボックス及びその部分品,輸出,202306,'2023/06,,KG,,79236018,164288233,,410529147,827221959
8708.40-000,ギヤボックス及びその部分品,輸出,202307,'2023/07,,KG,,83525804,176173771,,494054951,1003395730
8708.40-000,ギヤボックス及びその部分品,輸出,202308,'2023/08,,KG,,73428975,154355392,,567483926,1157751122
8708.40-000,ギヤボックス及びその部分品,輸出,202309,'2023/09,,KG,,89895052,193124438,,657378978,1350875560
8708.40-000,ギヤボックス及びその部分品,輸出,202310,'2023/10,,KG,,87076806,190163033,,744455784,1541038593
8708.40-000,ギヤボックス及びその部分品,輸出,202311,'2023/11,,KG,,78326831,171261500,,822782615,1712300093
8708.40-000,ギヤボックス及びその部分品,輸出,202312,'2023/12,,KG,,85367439,183607061,,908150054,1895907154
8708.40-000,ギヤボックス及びその部分品,輸出,202401,'2024/01,,KG,,65693012,137445544,,65693012,137445544
8708.40-000,ギヤボックス及びその部分品,輸出,202402,'2024/02,,KG,,74483563,158080896,,140176575,295526440
8708.40-000,ギヤボックス及びその部分品,輸出,202403,'2024/03,,KG,,75418430,161283022,,215595005,456809462
8708.40-000,ギヤボックス及びその部分品,輸出,202404,'2024/04,,KG,,74580450,160284831,,290175455,617094293
8708.40-000,ギヤボックス及びその部分品,輸出,202405,'2024/05,,KG,,68207893,147184137,,358383348,764278430
8708.40-000,ギヤボックス及びその部分品,輸出,202406,'2024/06,,KG,,72955509,160899385,,431338857,925177815
8708.40-000,ギヤボックス及びその部分品,輸出,202407,'2024/07,,KG,,78652009,175755653,,509990866,1100933468
8708.40-000,ギヤボックス及びその部分品,輸出,202408,'2024/08,,KG,,69466483,149414525,,579457349,1250347993
8708.40-000,ギヤボックス及びその部分品,輸出,202409,'2024/09,,KG,,73024931,153786001,,652482280,1404133994
8708.40-000,ギヤボックス及びその部分品,輸出,202410,'2024/10,,KG,,73534444,156528712,,726016724,1560662706
8708.40-000,ギヤボックス及びその部分品,輸出,202411,'2024/11,,KG,,69761355,152140738,,795778079,1712803444
8708.40-000,ギヤボックス及びその部分品,輸出,202412,'2024/12,,KG,,79386418,169060742,,875164497,1881864186
8708.40-000,ギヤボックス及びその部分品,輸出,202501,'2025/01,,KG,,51923254,111743347,,51923254,111743347
8708.40-000,ギヤボックス及びその部分品,輸出,202502,'2025/02,,KG,,72637736,157068718,,124560990,268812065
8708.40-000,ギヤボックス及びその部分品,輸出,202503,'2025/03,,KG,,71626003,149863510,,196186993,418675575
8708.40-000,ギヤボックス及びその部分品,輸出,202504,'2025/04,,KG,,74299482,155542334,,270486475,574217909
8708.40-000,ギヤボックス及びその部分品,輸出,202505,'2025/05,,KG,,64165196,130283267,,334651671,704501176
8708.40-000,ギヤボックス及びその部分品,輸出,202506,'2025/06,,KG,,71815333,148044773,,406467004,852545949
8708.40-000,ギヤボックス及びその部分品,輸出,202507,'2025/07,,KG,,76748531,157042246,,483215535,1009588195
8708.40-000,ギヤボックス及びその部分品,輸出,202508,'2025/08,,KG,,61422849,127004750,,544638384,1136592945
8708.40-000,ギヤボックス及びその部分品,輸出,202509,'2025/09,,KG,,67398160,138941645,,612036544,1275534590
8708.40-000,ギヤボックス及びその部分品,輸出,202510,'2025/10,,KG,,69647938,144963024,,681684482,1420497614
8708.40-000,ギヤボックス及びその部分品,輸出,202511,'2025/11,,KG,,62595982,132898876,,744280464,1553396490
8708.40-000,ギヤボックス及びその部分品,輸出,202512,'2025/12,,KG,,66343580,144598501,,810624044,1697994991
8708.40-000,ギヤボックス及びその部分品,輸出,202601,'2026/01,,KG,,56129752,119851682,,56129752,119851682
8708.40-000,ギヤボックス及びその部分品,輸出,202602,'2026/02,,KG,,61860717,133551226,,117990469,253402908
8708.40-000,ギヤボックス及びその部分品,輸出,202603,'2026/03,,KG,,69090984,149685972,,187081453,403088880
8708.40-000,ギヤボックス及びその部分品,輸出,202604,'2026/04,,KG,,70842359,153628842,,257923812,556717722
8708.40-000,ギヤボックス及びその部分品,輸出,202605,'2026/05,,KG,,58636232,125933514,,316560044,682651236
8708.40-000,ギヤボックス及びその部分品,輸出,202606,'2026/06,,KG,,63617586,135469931,,380177630,818121167
8708.40-000,ギヤボックス及びその部分品,輸出,202607,'2026/07,,KG,,66102594,143216729,,446280224,961337896
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202201,'2022/01,,KG,,18265791,20077922,,18265791,20077922
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202202,'2022/02,,KG,,20785411,22999141,,39051202,43077063
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202203,'2022/03,,KG,,24416311,30088560,,63467513,73165623
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202204,'2022/04,,KG,,23548625,29215763,,87016138,102381386
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202205,'2022/05,,KG,,17954104,21275471,,104970242,123656857
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202206,'2022/06,,KG,,21453699,25247037,,126423941,148903894
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202207,'2022/07,,KG,,22756442,27793023,,149180383,176696917
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202208,'2022/08,,KG,,20051676,25905994,,169232059,202602911
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202209,'2022/09,,KG,,21390037,27880173,,190622096,230483084
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202210,'2022/10,,KG,,23141782,30140196,,213763878,260623280
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202211,'2022/11,,KG,,20422180,27852050,,234186058,288475330
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202212,'2022/12,,KG,,23070876,29369343,,257256934,317844673
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202301,'2023/01,,KG,,16421428,20044493,,16421428,20044493
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202302,'2023/02,,KG,,18921865,23199361,,35343293,43243854
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202303,'2023/03,,KG,,20421077,26251959,,55764370,69495813
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202304,'2023/04,,KG,,20932317,26457803,,76696687,95953616
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202305,'2023/05,,KG,,18059426,22587737,,94756113,118541353
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202306,'2023/06,,KG,,21434493,27575806,,116190606,146117159
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202307,'2023/07,,KG,,23098657,30907086,,139289263,177024245
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202308,'2023/08,,KG,,19905086,27801933,,159194349,204826178
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202309,'2023/09,,KG,,22718181,31350281,,181912530,236176459
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202310,'2023/10,,KG,,23653222,33838087,,205565752,270014546
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202311,'2023/11,,KG,,20262673,28023612,,225828425,298038158
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202312,'2023/12,,KG,,23556915,32294651,,249385340,330332809
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202401,'2024/01,,KG,,16311167,21932200,,16311167,21932200
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202402,'2024/02,,KG,,18578493,26230312,,34889660,48162512
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202403,'2024/03,,KG,,20561054,30210282,,55450714,78372794
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202404,'2024/04,,KG,,20664827,30658885,,76115541,109031679
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202405,'2024/05,,KG,,18429367,27020786,,94544908,136052465
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202406,'2024/06,,KG,,20930725,31936854,,115475633,167989319
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202407,'2024/07,,KG,,22082047,34352621,,137557680,202341940
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202408,'2024/08,,KG,,18781701,26568531,,156339381,228910471
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202409,'2024/09,,KG,,19980390,28105298,,176319771,257015769
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202410,'2024/10,,KG,,21802660,30882460,,198122431,287898229
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202411,'2024/11,,KG,,20130628,28178917,,218253059,316077146
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202412,'2024/12,,KG,,22401426,33232468,,240654485,349309614
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202501,'2025/01,,KG,,16370563,24238601,,16370563,24238601
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202502,'2025/02,,KG,,20081455,31137971,,36452018,55376572
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202503,'2025/03,,KG,,20520660,28435152,,56972678,83811724
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202504,'2025/04,,KG,,20647053,28455146,,77619731,112266870
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202505,'2025/05,,KG,,18019805,22500720,,95639536,134767590
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202506,'2025/06,,KG,,21005303,27568839,,116644839,162336429
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202507,'2025/07,,KG,,20701778,28011090,,137346617,190347519
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202508,'2025/08,,KG,,17301455,23615226,,154648072,213962745
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202509,'2025/09,,KG,,19203893,26186927,,173851965,240149672
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202510,'2025/10,,KG,,19882526,27060494,,193734491,267210166
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202511,'2025/11,,KG,,19304450,25117697,,213038941,292327863
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202512,'2025/12,,KG,,20828831,27691296,,233867772,320019159
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202601,'2026/01,,KG,,15539090,19819579,,15539090,19819579
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202602,'2026/02,,KG,,18923580,25931737,,34462670,45751316
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202603,'2026/03,,KG,,20606862,30065586,,55069532,75816902
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202604,'2026/04,,KG,,20925550,30886673,,75995082,106703575
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202605,'2026/05,,KG,,17309748,24942772,,93304830,131646347
8708.50-000,駆動軸（ディファレンシャル付き）,輸出,202606,'2026/06,,KG,,20600522,28798272,,113905352,160444619
